ssid,bssid,encryption,vendor,longitude,latitude
UPC8932F24,54:67:51:2d:ea:49,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63607831966385,49.8696043381555
UPCAB3CABA-5Ghz,90:5c:44:cf:25:25,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63625915051137,49.8692192045714
VCS GASTROMATIC Office,98:de:d0:6c:3e:90,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63826650022383,49.8700670791621
UPC46C3499,ac:22:05:2f:ef:6d,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63590130831471,49.86940064347
UPC19772F1,ac:22:05:dd:80:cc,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63528733135295,49.870328397863
HFDH2,bc:05:43:6a:d2:2f,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.63713243691616,49.8691894731191
PLUTO,c8:0e:14:5e:06:aa,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63670978847109,49.8689053064861
CI,c8:3a:35:37:ac:30,[WPA-PSK-CCMP][ESS],"Tenda Technology Co., Ltd.",8.63831429440771,49.8696552891748
ASK4 WiFi,e8:1d:a8:08:7f:2c,[ESS],Ruckus Wireless,8.63683507785425,49.8686872809682
ASK4 WiFi,e8:1d:a8:08:87:5c,[ESS],Ruckus Wireless,8.63736546668978,49.8689923394893
ASK4 WiFi,e8:1d:a8:08:e5:3c,[ESS],Ruckus Wireless,8.63714703166605,49.870267984476
ASK4 WiFi,e8:1d:a8:0d:51:0c,[ESS],Ruckus Wireless,8.63807935675736,49.869073061978
ASK4 WiFi (802.1x),e8:1d:a8:48:7f:2c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63679718482047,49.8686942101498
ASK4 WiFi (802.1x),e8:1d:a8:48:87:5c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63739418275176,49.8689516374218
ASK4 WiFi (802.1x),e8:1d:a8:48:e5:3c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63797814933714,49.8697439531451
ASK4 WiFi (802.1x),e8:1d:a8:4d:51:0c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63816624831094,49.8687415233854
Admin Uninest Darmstadt,e8:1d:a8:88:7f:2c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63759348055327,49.8690569061383
Admin Uninest Darmstadt,e8:1d:a8:88:87:5c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63740699860685,49.8690367746651
Admin Uninest Darmstadt,e8:1d:a8:88:e5:3c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.6379786425196,49.8699332008986
Admin Uninest Darmstadt,e8:1d:a8:8d:51:0c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63802543461014,49.8689393097955
SpeedTouch65FBA2,00:1d:68:de:7f:43,[WPA-PSK-TKIP][ESS],Thomson Telecom Belgium,8.63849489376108,49.867074093224
EasyBox-45EA60,18:83:bf:45:ea:74,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],Arcadyan Technology Corporation,8.63882048848905,49.8698067206816
ASK4 WiFi,1c:b9:c4:26:14:ec,[ESS],Ruckus Wireless,8.63638121956132,49.8690568709384
Admin Uninest Darmstadt,1c:b9:c4:a6:14:ec,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63671057986807,49.8690338082617
ASK4 WiFi,34:8f:27:35:95:0c,[ESS],Ruckus Wireless,8.63737218678113,49.8690068017524
ASK4 WiFi,34:8f:27:3a:c2:2c,[ESS],Ruckus Wireless,8.63699819860373,49.8684986125045
ASK4 WiFi,34:8f:27:3a:cc:9c,[ESS],Ruckus Wireless,8.63687979611477,49.8688946615535
ASK4 WiFi (802.1x),34:8f:27:75:95:0c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63737495308395,49.8690981255543
ASK4 WiFi (802.1x),34:8f:27:7a:c2:2c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63699209872207,49.8685680493823
ASK4 WiFi (802.1x),34:8f:27:7a:cc:9c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63669188363322,49.8688844724175
Admin Uninest Darmstadt,34:8f:27:b5:95:0c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.6367315765388,49.8689262924213
Admin Uninest Darmstadt,34:8f:27:ba:c2:2c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63699819860373,49.8684986125045
Admin Uninest Darmstadt,34:8f:27:ba:cc:9c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63687979611477,49.8688946615535
Allianz Arena Darmstadt,38:10:d5:17:5f:cd,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63434646411206,49.8675119138776
EtxeaWiFi,78:94:b4:1f:5d:56,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],Sercomm Corporation.,8.63614149066151,49.8691555325267
wlan-01,ac:22:05:58:04:52,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63710264058359,49.8687946230069
ASK4 WiFi,e8:1d:a8:08:72:ac,[ESS],Ruckus Wireless,8.63841551430804,49.8696795189355
ASK4 WiFi,e8:1d:a8:08:74:9c,[ESS],Ruckus Wireless,8.6385270891588,49.8697083761206
ASK4 WiFi,e8:1d:a8:08:ea:bc,[ESS],Ruckus Wireless,8.63591964380098,49.8691045983741
ASK4 WiFi,e8:1d:a8:08:eb:dc,[ESS],Ruckus Wireless,8.63673280012533,49.868484948592
ASK4 WiFi,e8:1d:a8:0d:51:08,[ESS],Ruckus Wireless,8.63578771688958,49.8690743080645
ASK4 WiFi,e8:1d:a8:0d:e1:dc,[ESS],Ruckus Wireless,8.63861652139804,49.8697338819105
ASK4 WiFi,e8:1d:a8:10:8d:ac,[ESS],Ruckus Wireless,8.63705419611272,49.8685565839384
ASK4 WiFi,e8:1d:a8:10:b2:cc,[ESS],Ruckus Wireless,8.63813817670087,49.8696139778287
ASK4 WiFi,e8:1d:a8:10:d3:0c,[ESS],Ruckus Wireless,8.63830441465401,49.8696526652743
ASK4 WiFi (802.1x),e8:1d:a8:48:72:ac,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63841551430804,49.8696795189355
ASK4 WiFi (802.1x),e8:1d:a8:48:74:9c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63816987137918,49.8696212899891
ASK4 WiFi (802.1x),e8:1d:a8:48:ea:bc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63808350181374,49.8696013938646
ASK4 WiFi (802.1x),e8:1d:a8:48:eb:dc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63673280012533,49.868484948592
ASK4 WiFi (802.1x),e8:1d:a8:4d:e1:dc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63861652139804,49.8697338819105
ASK4 WiFi (802.1x),e8:1d:a8:50:8d:ac,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63672065694176,49.8685607140596
ASK4 WiFi (802.1x),e8:1d:a8:50:b2:cc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63574025314086,49.8690634090871
ASK4 WiFi (802.1x),e8:1d:a8:50:d3:0c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63868906802844,49.8697569753191
Admin Uninest Darmstadt,e8:1d:a8:88:72:ac,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63841551430804,49.8696795189355
Admin Uninest Darmstadt,e8:1d:a8:88:74:9c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63833958684939,49.8696610319133
Admin Uninest Darmstadt,e8:1d:a8:88:ea:bc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63578950033729,49.8690747175672
Admin Uninest Darmstadt,e8:1d:a8:88:eb:dc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63685216671266,49.8686997921628
Admin Uninest Darmstadt,e8:1d:a8:8d:e1:dc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63861652139804,49.8697338819105
Admin Uninest Darmstadt,e8:1d:a8:90:8d:ac,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63709267698357,49.8686317175321
Admin Uninest Darmstadt,e8:1d:a8:90:b2:c8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63434660118191,49.8682218162504
Admin Uninest Darmstadt,e8:1d:a8:90:b2:cc,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63813817670087,49.8696139778287
Admin Uninest Darmstadt,e8:1d:a8:90:d3:0c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63848839820142,49.8696980732789
HQ,00:a0:57:22:d0:0c,[ESS],LANCOM Systems GmbH,8.63858514469146,49.8737810713629
Sitecom38ffe1,64:d1:a3:38:ff:e1,[WPA2-PSK-CCMP][ESS][WPS],Sitecom Europe BV,8.63287806601567,49.8709966293799
UPC46C3499,ac:22:05:2f:ef:a1,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63724961929505,49.8693481132669
WLAN-MTUPWV,c8:0c:c8:ba:62:e4,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63862919803529,49.8693707828111
WLAN-MTUPWV,c8:0c:c8:ba:62:e7,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63844367129663,49.8693167579135
PerspectiveDaily24GHz,d4:40:f0:31:07:03,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63363145232185,49.8679792758552
ASK4 WiFi,e8:1d:a8:08:ac:48,[ESS],Ruckus Wireless,8.63828874551397,49.8692769669212
ASK4 WiFi,e8:1d:a8:08:dd:2c,[ESS],Ruckus Wireless,8.63835051715711,49.8692925403703
ASK4 WiFi,e8:1d:a8:08:e5:ec,[ESS],Ruckus Wireless,8.63869326141713,49.8693926311348
ASK4 WiFi (802.1x),e8:1d:a8:48:8e:d8,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63899565902999,49.8695453613625
ASK4 WiFi (802.1x),e8:1d:a8:48:ac:48,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63844645909128,49.8693175024404
island-08D320,e8:1d:a8:48:d3:23,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63728322489465,49.8690310386899
ASK4 WiFi (802.1x),e8:1d:a8:48:dd:2c,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63851459959733,49.8693362069513
ASK4 WiFi (802.1x),e8:1d:a8:48:e5:ec,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63869326141713,49.8693926311348
ASK4 WiFi (802.1x),e8:1d:a8:4d:0c:b8,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63481324683553,49.8679861160285
ASK4 WiFi (802.1x),e8:1d:a8:50:67:78,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.63503051275021,49.8665074046528
Admin Uninest Darmstadt,e8:1d:a8:88:8e:d8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63482278096371,49.8680225429347
Admin Uninest Darmstadt,e8:1d:a8:88:ac:48,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63844645909128,49.8693175024404
Admin Uninest Darmstadt,e8:1d:a8:88:dd:2c,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63851459959733,49.8693362069513
Admin Uninest Darmstadt,e8:1d:a8:8d:0c:b8,[WPA2-PSK-CCMP][ESS],Ruckus Wireless,8.63919981648972,49.8697179941551
MYwww,e8:fc:af:88:89:94,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.63898588344608,49.8695384698115
WLAN-FragMint,fc:3f:7c:dd:cf:93,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63828622449176,49.8692763362991
Telekom_FON,fc:3f:7c:dd:cf:94,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63598044852234,49.8687095821604
vsonix-buero,08:96:d7:99:93:1d,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.639069643889,49.869576895866
TP-LINK_E0B6,18:a6:f7:e5:e0:b6,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63532179796684,49.8668920181002
MKD,24:00:ba:f2:15:b2,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63534380950261,49.8665095042836
SATURN,34:81:c4:ce:3e:9d,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.63666076309096,49.8683443968291
Boellenfalltor,54:67:51:c6:b8:61,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63844154960889,49.8691837257098
EasyBox-631339,78:81:02:25:fe:3c,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.63538984324841,49.8661430392018
Zohdan Family,78:94:b4:8a:dc:ec,[WPA2-PSK-CCMP][ESS],Sercomm Corporation.,8.64233882873706,49.8700091821422
***,88:25:2c:a3:d7:58,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.63882044327858,49.869383237743
FAIRMAR,c8:0e:14:cd:90:c2,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63843709617371,49.869181593938
LWireless,cc:ce:1e:3e:4b:65,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6371053404539,49.8681785396866
LWireless,cc:ce:1e:3e:4b:66,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63764346926617,49.8688055010617
EasyBox-042178,d4:60:e3:24:09:a4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.63534964236438,49.8671966939817
WLAN-611664,e0:60:66:a2:2e:e3,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.63658407362579,49.8683081582161
FRITZ!Box 7490,34:81:c4:27:b8:ae,[WPA2-PSK-CCMP][ESS],AVM GmbH,8.63800462685366,49.8678287823843
Neuland,00:1f:cf:31:29:d8,[WPA2-PSK-CCMP][ESS],MSI Technology GmbH,8.63823093241046,49.8663871186643
EasyBox-587420,84:9c:a6:58:74:4a,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],Arcadyan Technology Corporation,8.63816924016159,49.8658633221521
UPCE9386B4,ac:22:05:e3:78:a0,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63820268992042,49.8661448274076
Feixun_88B1A4,d8:42:ac:88:b1:a4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],"Shanghai Feixun Communication Co.,Ltd.",8.63747675263969,49.8674314666124
multinet,2c:3e:cf:4a:b9:de,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.63911085987273,49.8684929799494
Sitecom3084bf,64:d1:a3:30:84:bf,[WPA2-PSK-CCMP][ESS][WPS],Sitecom Europe BV,8.63990386027207,49.8692451748964
Internet_23,c4:e9:84:7e:13:48,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63910846989018,49.869025467876
NETGEAR24,dc:ef:09:f2:3f:94,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.63568649186921,49.8676458079312
ASK4 WiFi,e8:1d:a8:09:0e:e8,[ESS],Ruckus Wireless,8.63751749487932,49.8661892606396
eduroam,10:0e:7e:0f:09:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63969659635484,49.8666817609872
h_da,10:0e:7e:0f:09:43,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63958523944712,49.8666620010971
dlink-EBC0-5GHz,e4:6f:13:3e:eb:c2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.63952995029825,49.8674358688192
dlink-EBCC,e4:6f:13:3e:eb:cc,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],D-Link International,8.64016574438758,49.8673116882993
eduroam,00:0b:0e:e8:01:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63974222008117,49.8682684924222
h_da,00:0b:0e:e8:01:c2,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63972117653986,49.8681005425282
eduroam,00:0b:0e:e8:0a:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.64164497704374,49.8666662122911
h_da,00:0b:0e:e8:0a:c2,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.64088193512484,49.8674602813775
Bitsch,d0:05:2a:15:41:5d,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.63970977757964,49.8680095661935
dlink-C9D0-5GHz,e4:6f:13:3e:c9:d2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.63986559704823,49.8679575769244
dlink-D060,e4:6f:13:3e:d0:60,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS][WPS],D-Link International,8.6401435993444,49.8676395445113
h_da,84:b5:9c:e9:ab:c2,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64143517677515,49.8662476276791
h_da,84:b5:9c:e9:ab:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63861891039359,49.8660188571129
TK-Labor,00:1d:0f:e4:c9:70,[ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.63884624065824,49.8645127906726
eduroam,84:b5:9c:e3:45:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63920941109138,49.8657626132693
eduroam,84:b5:9c:e9:ab:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63723075570678,49.8655221459481
Patienten-WLAN,00:1f:45:48:39:72,[ESS],Enterasys,8.6481853310545,49.8745972599093
eduroam,10:0e:7e:0e:c6:c1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63962250381803,49.8650285279777
h_da,10:0e:7e:0e:c6:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63960057650663,49.8650382475972
Beam-251,10:7b:ef:2e:2f:5b,[WPA2-PSK-CCMP+TKIP][ESS],Zyxel Communications Corporation,8.63702762808879,49.8648653097646
你说啥,48:7d:2e:11:96:11,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64335280129603,49.8680307521296
eduroam,84:b5:9c:e2:c8:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64028916271505,49.8651500428856
h_da,84:b5:9c:e2:c8:43,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63963959621602,49.8651639208713
eduroam,84:b5:9c:e8:2b:01,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64125699172664,49.8654721433841
h_da,84:b5:9c:e8:2b:03,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64143984033215,49.8654950341365
eduroam,84:b5:9c:e8:43:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64035432472705,49.86509634118
h_da,84:b5:9c:e8:43:43,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64035432472705,49.86509634118
eduroam,d8:84:66:5c:be:a9,[WPA2-EAP-CCMP][ESS],"Extreme Networks, Inc.",8.63629637763066,49.8639325809197
eduroam,00:0b:0e:e8:73:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.64141006960948,49.8654329242443
eduroam,00:0b:0e:e8:73:c1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63920049751189,49.8648317376965
h_da,00:0b:0e:e8:73:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63939272255798,49.864850928991
eduroam,00:26:3e:2b:0d:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63922146930125,49.8648338677047
h_da,00:26:3e:2b:0d:43,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63922146930125,49.8648338677047
eduroam,00:26:3e:5f:f7:80,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63884058677314,49.8633773266065
eduroam,00:26:3e:5f:f7:81,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63896400559183,49.8648018790459
h_da,00:26:3e:5f:f7:82,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.64155284057587,49.8658962802694
h_da,00:26:3e:5f:f7:83,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63882860068036,49.8647705398768
eduroam,00:26:3e:5f:fa:41,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63922146930125,49.8648338677047
h_da,00:26:3e:5f:fa:43,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.63940976026067,49.8648526188714
h_da,10:0e:7e:0e:c6:c2,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.6388180762506,49.86520745412
ML-Mobile,14:91:82:eb:93:d9,[WPA2-PSK-CCMP][ESS],Belkin International Inc.,8.63981227338699,49.8649227790177
ML-Zentral,14:91:82:eb:93:da,[ESS],Belkin International Inc.,8.63981227338699,49.8649227790177
eduroam,28:8a:1c:22:a3:c1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63990923005769,49.864541525748
h_da,28:8a:1c:22:a3:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64039456512446,49.8651678007665
eduroam,3c:94:d5:7c:9b:c1,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64143165559033,49.8650678591967
h_da,3c:94:d5:7c:9b:c3,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63951969701496,49.8656216267639
HolzhofWG2,ac:22:05:c4:1a:12,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.640108262539,49.8647067336697
eduroam,ac:4b:c8:08:8e:80,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.63970419540698,49.8645182942339
eduroam,ac:4b:c8:08:8e:81,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.6393900894374,49.8648670335842
h_da,ac:4b:c8:08:8e:82,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64058935903605,49.8651205309224
h_da,ac:4b:c8:08:8e:83,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64064367925603,49.8649749900436
eduroam,00:26:3e:5f:fa:40,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Trapeze Networks,8.6402713609419,49.8640759565849
eduroam,10:0e:7e:0e:c6:c0,[WPA2-EAP-CCMP][WPA-EAP-CCMP][ESS],Juniper Networks,8.64051562913594,49.8660250550315
easybell DSL-60FF05,38:10:d5:3d:18:98,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.63969717971219,49.864714189565
UPCAB21D41,ac:22:05:8a:68:1b,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64048987790881,49.8648831736257
UPCAE34EDA,ac:22:05:ac:08:db,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64011000026491,49.862788320382
WLAN-464104,d4:21:22:8b:60:0d,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64029456723366,49.8642611340771
Telekom_FON,d4:21:22:8b:60:0e,[ESS],Sercomm Corporation,8.64029456723366,49.8642611340771
FRITZ!Box 7560 GR,e8:df:70:47:db:9b,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64007965567718,49.8625461671679
WLAN-8CGKA8,24:09:95:ed:b6:1c,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.63942377175965,49.8645463591322
UPC9643B98,54:67:51:c3:fb:c2,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63990772437628,49.8644597926273
UPCF452ADA,90:5c:44:98:94:f4,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.63951376941949,49.8646697092838
UPCB3CE8E2,ac:22:05:db:6d:c7,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64010481324993,49.8663369128263
WLAN-DRSSBM,24:00:ba:b6:05:90,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64050395271593,49.8643863917618
Lantek_new5ghz,0c:d6:bd:f8:f0:ca,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64069141855516,49.8648238377201
Dynamic Deadlines 5.0,1c:74:0d:b8:4c:1c,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64094313736762,49.8645211503697
SaW.5.0,20:e5:2a:02:e6:e9,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64121754301541,49.8643429552286
UPCC8CEB54,90:5c:44:9a:20:06,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64078602077478,49.8648441351276
UPCFD1243E,ac:22:05:a5:6d:2d,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64122796770184,49.8643103824843
Telekom_FON,d4:21:22:8b:60:0c,[ESS],Sercomm Corporation,8.64267092751957,49.8643417704689
ZYXEL-106-5G,e4:18:6b:92:55:ac,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64053374330443,49.8645616102531
Cowo21,00:1d:aa:e0:e1:6a,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],DrayTek Corp.,8.64113185977495,49.864276701306
